sentence_id,chunk_id,subchunk_id,order_idx,char_start,char_end_incl,pali_text
s_000004_006_097,chunk_000004,sc_000004_006,97,9418,9450,Ariyamagge ñāṇaṃ pahānapariññāti.
s_000004_006_098,chunk_000004,sc_000004_006,98,9452,9611,"Yo pathaviṃ parijānāti, so imāhi tīhi pariññāhi parijānāti, assa ca puthujjanassa tā pariññāyo natthi, tasmā apariññātattā pathaviṃ maññati ca abhinandati cāti."
s_000004_006_099,chunk_000004,sc_000004_006,99,9613,9770,"Tenāha bhagavā – idha, bhikkhave, assutavā puthujjano…pe… pathaviṃ maññati, pathaviyā maññati, pathavito maññati, pathaviṃ meti maññati, pathaviṃ abhinandati."
s_000004_006_100,chunk_000004,sc_000004_006,100,9772,9786,Taṃ kissa hetu?
s_000004_006_101,chunk_000004,sc_000004_006,101,9788,9818,Apariññātaṃ tassāti vadāmī’’ti.
s_000004_006_102,chunk_000004,sc_000004_006,102,9820,9847,Pathavīvāravaṇṇanā niṭṭhitā.
s_000004_006_103,chunk_000004,sc_000004_006,103,9849,9940,Āpovārādivaṇṇanā Āpaṃ āpatoti etthāpi lakkhaṇasasambhārārammaṇasammutivasena catubbidho āpo.
s_000004_006_104,chunk_000004,sc_000004_006,104,9942,9983,"Tesu ‘‘tattha, katamā ajjhattikā āpodhātu."
s_000004_006_105,chunk_000004,sc_000004_006,105,9985,10200,"Yaṃ ajjhattaṃ paccattaṃ āpo āpogataṃ, sineho sinehagataṃ bandhanattaṃ rūpassa ajjhattaṃ upādinna’’ntiādīsu (vibha. 174) vutto lakkhaṇaāpo. ‘‘Āpokasiṇaṃ uggaṇhanto āpasmiṃ nimittaṃ gaṇhātī’’tiādīsu vutto sasambhārāpo."
s_000004_006_106,chunk_000004,sc_000004_006,106,10202,10241,Sesaṃ sabbaṃ pathaviyaṃ vuttasadisameva.
s_000004_006_107,chunk_000004,sc_000004_006,107,10243,10371,"Kevalaṃ yojanānaye pana ‘‘pittaṃ semha’’ntiādinā nayena vuttā dvādasabhedā ajjhattikā āpodhātu, ‘‘tattha, katamā bāhirā āpodhātu?"
s_000004_006_108,chunk_000004,sc_000004_006,108,10373,10459,"Yaṃ bāhiraṃ āpo āpogataṃ, sineho sinehagataṃ bandhanattaṃ rūpassa bahiddhā anupādinnaṃ."
s_000004_006_109,chunk_000004,sc_000004_006,109,10461,10716,"Seyyathidaṃ, mūlaraso khandharaso tacaraso pattaraso puppharaso phalaraso khīraṃ dadhi sappi navanītaṃ telaṃ madhu phāṇitaṃ bhummāni vā udakāni antalikkhāni vā’’ti (vibha. 174) evaṃ vuttā ca bāhirā āpodhātu veditabbā, yo ca ajjhattārammaṇattike nimittaāpo."
s_000004_006_110,chunk_000004,sc_000004_006,110,10718,10784,Tejaṃ tejatoti imasmiṃ tejovārepi vuttanayeneva vitthāro veditabbo.
s_000004_006_111,chunk_000004,sc_000004_006,111,10786,11019,"Yojanānaye panettha ‘‘yena ca santappati, yena ca jīrīyati, yena ca pariḍayhati, yena ca asitapītakhāyitasāyitaṃ sammā pariṇāmaṃ gacchatī’’ti (vibha. 175) evaṃ vuttā catuppabhedā ajjhattikā tejodhātu. ‘‘Tattha katamā bāhirā tejodhātu?"
s_000004_007_112,chunk_000004,sc_000004_007,112,11021,11101,Yaṃ bāhiraṃ tejo tejogataṃ usmā usmāgataṃ usumaṃ usumagataṃ bahiddhā anupādinnaṃ.
s_000004_007_113,chunk_000004,sc_000004_007,113,11103,11355,"Seyyathidaṃ, kaṭṭhaggi palālaggi tiṇaggi gomayaggi thusaggi saṅkāraggi indaggi aggisantāpo sūriyasantāpo kaṭṭhasannicayasantāpo tiṇasannicayasantāpo dhaññasannicayasantāpo bhaṇḍasannicayasantāpo’’ti (vibha. 175) evaṃ vuttā ca bāhirā tejodhātu veditabbā."
s_000004_007_114,chunk_000004,sc_000004_007,114,11357,11618,Vāyaṃ vāyatoti imassa vāyavārassāpi yojanānaye pana ‘‘uddhaṅgamā vātā adhogamā vātā kucchisayā vātā koṭṭhāsayā vātā aṅgamaṅgānusārino vātā satthakavātā khurakavātā uppalakavātā assāso passāso’’ti evaṃ vuttā ajjhattikā vāyodhātu. ‘‘Tattha katamā bāhirā vāyodhātu?
s_000004_007_115,chunk_000004,sc_000004_007,115,11620,11689,Yaṃ bāhiraṃ vāyo vāyogataṃ thambhitattaṃ rūpassa bahiddhā anupādinnaṃ.
s_000004_007_116,chunk_000004,sc_000004_007,116,11691,11961,"Seyyathidaṃ, puratthimā vātā pacchimā vātā uttarā vātā dakkhiṇā vātā sarajā vātā arajā vātā sītā vātā uṇhā vātā parittā vātā adhimattā vātā kāḷavātā verambhavātā pakkhavātā supaṇṇavātā tālavaṇṭavātā vidhūpanavātā’’ti (vibha. 176) evaṃ vuttā ca bāhirā vāyodhātu veditabbā."
s_000004_007_117,chunk_000004,sc_000004_007,117,11963,11984,Sesaṃ vuttanayamevāti.
s_000004_007_118,chunk_000004,sc_000004_007,118,11986,12250,"Ettāvatā ca yvāyaṃ – ‘‘Vuttamhi ekadhamme, ye dhammā ekalakkhaṇā tena; Vuttā bhavanti sabbe, iti vutto lakkhaṇo hāro’’ti. – Evaṃ nettiyaṃ lakkhaṇo nāma hāro vutto, tassa vasena yasmā catūsu bhūtesu gahitesu upādārūpampi gahitameva bhavati, rūpalakkhaṇaṃ anatītattā."
s_000004_007_119,chunk_000004,sc_000004_007,119,12252,12288,Yañca bhūtopādārūpaṃ so rūpakkhandho.
s_000004_007_120,chunk_000004,sc_000004_007,120,12290,12679,Tasmā ‘‘assutavā puthujjano pathaviṃ āpaṃ tejaṃ vāyaṃ maññatī’’ti vadantena atthato rūpaṃ attato samanupassatītipi vuttaṃ hoti. ‘‘Pathaviyā āpasmiṃ tejasmiṃ vāyasmiṃ maññatī’’ti vadantena rūpasmiṃ vā attānaṃ samanupassatīti vuttampi hoti. ‘‘Pathavito āpato tejato vāyato maññatī’’ti vadantena rūpato añño attāti siddhattā rūpavantaṃ vā attānaṃ attani vā rūpaṃ samanupassatītipi vuttaṃ hoti.
s_000004_008_121,chunk_000004,sc_000004_008,121,12681,12740,Evametā catasso rūpavatthukā sakkāyadiṭṭhimaññanā veditabbā.
s_000004_008_122,chunk_000004,sc_000004_008,122,12742,12843,"Tattha ekā ucchedadiṭṭhi, tisso sassatadiṭṭhiyoti dveva diṭṭhiyo hontīti ayampi atthaviseso veditabbo."
s_000004_008_123,chunk_000004,sc_000004_008,123,12845,12870,Āpovārādivaṇṇanā niṭṭhitā.
s_000004_008_124,chunk_000004,sc_000004_008,124,12872,12892,Bhūtavārādivaṇṇanā 3.
s_000004_008_125,chunk_000004,sc_000004_008,125,12894,13108,"Evaṃ rūpamukhena saṅkhāravatthukaṃ maññanaṃ vatvā idāni ye saṅkhāre upādāya sattā paññapīyanti, tesu saṅkhāresu sattesupi yasmā puthujjano maññanaṃ karoti, tasmā te satte niddisanto bhūte bhūtato sañjānātītiādimāha."
s_000004_008_126,chunk_000004,sc_000004_008,126,13110,13688,"Tatthāyaṃ bhūtasaddo pañcakkhandhaamanussadhātuvijjamānakhīṇāsavasattarukkhādīsu dissati. ‘‘Bhūtamidanti, bhikkhave, samanupassathā’’tiādīsu (ma. ni. 1.401) hi ayaṃ pañcakkhandhesu dissati. ‘‘Yānīdha bhūtāni samāgatānī’’ti (su. ni. 224) ettha amanussesu. ‘‘Cattāro kho, bhikkhu, mahābhūtā hetū’’ti (ma. ni. 3.86) ettha dhātūsu. ‘‘Bhūtasmiṃ pācittiya’’ntiādīsu (pāci. 69) vijjamāne. ‘‘Yo ca kālaghaso bhūto’’ti (jā. 1.10.190) ettha khīṇāsave. ‘‘Sabbeva nikkhipissanti bhūtā loke samussaya’’nti (dī. ni. 2.220) ettha sattesu. ‘‘Bhūtagāmapātabyatāyā’’ti (pāci. 90) ettha rukkhādīsu."
s_000004_008_127,chunk_000004,sc_000004_008,127,13690,13739,"Idha panāyaṃ sattesu vattati, no ca kho avisesena."
s_000004_008_128,chunk_000004,sc_000004_008,128,13741,13795,Cātumahārājikānaṃ hi heṭṭhā sattā idha bhūtāti adhippet
s_000005_001_001,chunk_000005,sc_000005_001,1,0,1,ā.
s_000005_001_002,chunk_000005,sc_000005_001,2,3,52,Tattha bhūte bhūtato sañjānātītiādi vuttanayameva.
s_000005_001_003,chunk_000005,sc_000005_001,3,54,105,Bhūte maññatītiādīsu pana tissopi maññanā yojetabbā.
s_000005_001_004,chunk_000005,sc_000005_001,4,107,113,Kathaṃ?
s_000005_001_005,chunk_000005,sc_000005_001,5,115,350,"Ayañhi ‘‘so passati gahapatiṃ vā gahapatiputtaṃ vā pañcahi kāmaguṇehi samappitaṃ samaṅgibhūta’’nti (a. ni. 7.50) vuttanayena bhūte subhā sukhitāti gahetvā rajjati, disvāpi ne rajjati, sutvāpi, ghāyitvāpi, sāyitvāpi, phusitvāpi, ñatvāpi."
s_000005_001_006,chunk_000005,sc_000005_001,6,352,570,"Evaṃ bhūte taṇhāmaññanāya maññati. ‘‘Aho vatāhaṃ khattiyamahāsālānaṃ vā sahabyataṃ upapajjeyya’’ntiādinā (dī. ni. 3.337) vā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahati, evampi bhūte taṇhāmaññanāya maññati."
s_000005_001_007,chunk_000005,sc_000005_001,7,572,644,Attano pana bhūtānañca sampattivipattiṃ nissāya attānaṃ vā seyyaṃ dahati.
s_000005_001_008,chunk_000005,sc_000005_001,8,646,719,"Bhūtesu ca yaṃkiñci bhūtaṃ hīnaṃ attānaṃ vā hīnaṃ, yaṃkiñci bhūtaṃ seyyaṃ."
s_000005_001_009,chunk_000005,sc_000005_001,9,721,772,"Attānaṃ vā bhūtena, bhūtaṃ vā attanā sadisaṃ dahati."
s_000005_001_010,chunk_000005,sc_000005_001,10,774,875,Yathāha ‘‘idhekacco jātiyā vā…pe… aññataraññatarena vatthunā pubbakālaṃ parehi sadisaṃ attānaṃ dahati.
s_000005_001_011,chunk_000005,sc_000005_001,11,877,909,Aparakālaṃ attānaṃ seyyaṃ dahati.
s_000005_001_012,chunk_000005,sc_000005_001,12,911,994,"Pare hīne dahati, yo evarūpo māno …pe… ayaṃ vuccati mānātimāno’’ti (vibha. 876-880)."
s_000005_001_013,chunk_000005,sc_000005_001,13,996,1028,Evaṃ bhūte mānamaññanāya maññati.
s_000005_001_014,chunk_000005,sc_000005_001,14,1030,1285,Bhūte pana ‘‘niccā dhuvā sassatā avipariṇāmadhammā’’ti vā ‘‘sabbe sattā sabbe pāṇā sabbe bhūtā sabbe jīvā avasā abalā avīriyā niyatisaṅgatibhāvapariṇatā chasvevābhijātīsu sukhadukkhaṃ paṭisaṃvedentī’’ti (dī. ni. 1.168) vā maññamāno diṭṭhimaññanāya maññati.
s_000005_001_015,chunk_000005,sc_000005_001,15,1287,1320,Evaṃ bhūte tīhi maññanāhi maññati.
s_000005_001_016,chunk_000005,sc_000005_001,16,1322,1344,Kathaṃ bhūtesu maññati?
s_000005_001_017,chunk_000005,sc_000005_001,17,1346,1409,Tesu tesu bhūtesu attano upapattiṃ vā sukhuppattiṃ vā ākaṅkhati.
s_000005_001_018,chunk_000005,sc_000005_001,18,1411,1451,Evaṃ tāva taṇhāmaññanāya bhūtesu maññati.
s_000005_001_019,chunk_000005,sc_000005_001,19,1453,1537,"Bhūtesu vā upapattiṃ ākaṅkhamāno dānaṃ deti, sīlaṃ samādiyati, uposathakammaṃ karoti."
s_000005_001_020,chunk_000005,sc_000005_001,20,1539,1576,Evampi bhūtesu taṇhāmaññanāya maññati.
s_000005_001_021,chunk_000005,sc_000005_001,21,1578,1677,"Bhūte pana samūhaggāhena gahetvā tattha ekacce bhūte seyyato dahati, ekacce sadisato vā hīnato vāti."
s_000005_002_022,chunk_000005,sc_000005_002,22,1679,1713,Evaṃ bhūtesu mānamaññanāya maññati.
s_000005_002_023,chunk_000005,sc_000005_002,23,1715,1755,Tathā ekacce bhūte niccā dhuvāti maññati.
s_000005_002_024,chunk_000005,sc_000005_002,24,1757,1820,"Ekacce aniccā adhuvāti, ahampi bhūtesu aññatarosmīti vā maññati."
s_000005_002_025,chunk_000005,sc_000005_002,25,1822,1858,Evaṃ bhūtesu diṭṭhimaññanāya maññati.
s_000005_002_026,chunk_000005,sc_000005_002,26,1860,2015,"Bhūtato maññatīti ettha pana saupakaraṇassa attano vā parassa vā yato kutoci bhūtato uppattiṃ maññamāno bhūtato maññatīti veditabbo, ayamassa diṭṭhimaññanā."
s_000005_002_027,chunk_000005,sc_000005_002,27,2017,2126,Tasmiṃyeva panassa diṭṭhimaññanāya maññite vatthusmiṃ sinehaṃ mānañca uppādayato taṇhāmānamaññanāpi veditabbā.
s_000005_002_028,chunk_000005,sc_000005_002,28,2128,2187,Bhūte meti maññatīti ettha pana ekā taṇhāmaññanāva labbhati.
s_000005_002_029,chunk_000005,sc_000005_002,29,2189,2324,"Sā cāyaṃ ‘‘mama puttā, mama dhītā, mama ajeḷakā, kukkuṭasūkarā, hatthigavassavaḷavā’’ti evamādinā nayena mamāyato pavattatīti veditabbā."
s_000005_002_030,chunk_000005,sc_000005_002,30,2326,2364,Bhūte abhinandatīti etaṃ vuttanayameva.
s_000005_002_031,chunk_000005,sc_000005_002,31,2366,2490,"Apariññātaṃ tassāti ettha pana ye saṅkhāre upādāya bhūtānaṃ paññatti, tesaṃ apariññātattā bhūtā apariññātā hontīti veditabbā."
s_000005_002_032,chunk_000005,sc_000005_002,32,2492,2525,Yojanā pana vuttanayeneva kātabbā.
s_000005_002_033,chunk_000005,sc_000005_002,33,2527,2676,Evaṃ saṅkhepato saṅkhāravasena ca sattavasena ca maññanāvatthuṃ dassetvā idāni bhūmivisesādinā bhedena vitthāratopi taṃ dassento deve devatotiādimāha.
s_000005_002_034,chunk_000005,sc_000005_002,34,2678,2765,"Tattha dibbanti pañcahi kāmaguṇehi attano vā iddhiyāti devā, kīḷanti jotenti cāti attho."
s_000005_002_035,chunk_000005,sc_000005_002,35,2767,2817,Te tividhā sammutidevā upapattidevā visuddhidevāti.
s_000005_002_036,chunk_000005,sc_000005_002,36,2819,2860,Sammutidevā nāma rājāno deviyo rājakumārā.
s_000005_002_037,chunk_000005,sc_000005_002,37,2862,2921,Upapattidevā nāma cātumahārājike deve upādāya tatuttaridevā.
s_000005_002_038,chunk_000005,sc_000005_002,38,2923,2959,Visuddhidevā nāma arahanto khīṇāsavā.
s_000005_002_039,chunk_000005,sc_000005_002,39,2961,3014,"Idha pana upapattidevā daṭṭhabbā, no ca kho avisesena."
s_000005_002_040,chunk_000005,sc_000005_002,40,3016,3111,Paranimmitavasavattidevaloke māraṃ saparisaṃ ṭhapetvā sesā cha kāmāvacarā idha devāti adhippetā.
s_000005_002_041,chunk_000005,sc_000005_002,41,3113,3172,Tattha sabbā atthavaṇṇanā bhūtavāre vuttanayeneva veditabbā.
s_000005_002_042,chunk_000005,sc_000005_002,42,3174,3222,Pajāpatinti ettha pana māro pajāpatīti veditabbo.
s_000005_002_043,chunk_000005,sc_000005_002,43,3224,3309,Keci pana ‘‘tesaṃ tesaṃ devānaṃ adhipatīnaṃ mahārājādīnametaṃ adhivacana’’nti vadanti.
s_000005_002_044,chunk_000005,sc_000005_002,44,3311,3467,"Taṃ devaggahaṇeneva tesaṃ gahitattā ayuttanti mahāaṭṭhakathāyaṃ paṭikkhittaṃ, māroyeva pana sattasaṅkhātāya pajāya adhipatibhāvena idha pajāpatīti adhippeto."
s_000005_003_045,chunk_000005,sc_000005_003,45,3469,3484,So kuhiṃ vasati?
s_000005_003_046,chunk_000005,sc_000005_003,46,3486,3514,Paranimmitavasavattidevaloke.
s_000005_003_047,chunk_000005,sc_000005_003,47,3516,3552,Tatra hi vasavattirājā rajjaṃ kāreti.
s_000005_003_048,chunk_000005,sc_000005_003,48,3554,3664,Māro ekasmiṃ padese attano parisāya issariyaṃ pavattento rajjapaccante dāmarikarājaputto viya vasatīti vadanti.
s_000005_003_049,chunk_000005,sc_000005_003,49,3666,3722,Māraggahaṇeneva cettha māraparisāyapi gahaṇaṃ veditabbaṃ.
s_000005_003_050,chunk_000005,sc_000005_003,50,3724,3993,Yojanānayo cettha pajāpatiṃ vaṇṇavantaṃ dīghāyukaṃ sukhabahulaṃ disvā vā sutvā vā rajjanto taṇhāmaññanāya maññati. ‘‘Aho vatāhaṃ pajāpatino sahabyataṃ upapajjeyya’’ntiādinā vā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi pajāpatiṃ taṇhāmaññanāya maññati.
s_000005_003_051,chunk_000005,sc_000005_003,51,3995,4336,Pajāpatibhāvaṃ pana patto samāno ahamasmi pajānamissaro adhipatīti mānaṃ janento pajāpatiṃ mānamaññanāya maññati. ‘‘Pajāpati nicco dhuvo’’ti vā ‘‘ucchijjissati vinassissatī’’ti vā ‘‘avaso abalo avīriyo niyatisaṅgatibhāvapariṇato chasvevābhijātīsu sukhadukkhaṃ paṭisaṃvedetī’’ti vā maññamāno pana pajāpatiṃ diṭṭhimaññanāya maññatīti veditabbo.
s_000005_003_052,chunk_000005,sc_000005_003,52,4338,4391,Pajāpatisminti ettha pana ekā diṭṭhimaññanāva yujjati.
s_000005_003_053,chunk_000005,sc_000005_003,53,4393,4421,Tassā evaṃ pavatti veditabbā.
s_000005_003_054,chunk_000005,sc_000005_003,54,4423,4532,"Idhekacco ‘‘pajāpatismiṃ ye ca dhammā saṃvijjanti, sabbe te niccā dhuvā sassatā avipariṇāmadhammā’’ti maññati."
s_000005_003_055,chunk_000005,sc_000005_003,55,4534,4622,"Atha vā ‘‘pajāpatismiṃ natthi pāpaṃ, na tasmiṃ pāpakāni kammāni upalabbhantī’’ti maññati."
s_000005_003_056,chunk_000005,sc_000005_003,56,4624,4668,Pajāpatitoti ettha tissopi maññanā labbhanti.
s_000005_003_057,chunk_000005,sc_000005_003,57,4670,4676,Kathaṃ?
s_000005_003_058,chunk_000005,sc_000005_003,58,4678,4792,"Idhekacco saupakaraṇassa attano vā parassa vā pajāpatito uppattiṃ vā niggamanaṃ vā maññati, ayamassa diṭṭhimaññanā."
s_000005_003_059,chunk_000005,sc_000005_003,59,4794,4903,Tasmiṃyeva panassa diṭṭhimaññanāya maññite vatthusmiṃ sinehaṃ mānañca uppādayato taṇhāmānamaññanāpi veditabbā.
s_000005_003_060,chunk_000005,sc_000005_003,60,4905,4958,Pajāpatiṃ meti ettha pana ekā taṇhāmaññanāva labbhati.
s_000005_003_061,chunk_000005,sc_000005_003,61,4960,5048,Sā cāyaṃ ‘‘pajāpati mama satthā mama sāmī’’tiādinā nayena mamāyato pavattatīti veditabbā.
s_000005_003_062,chunk_000005,sc_000005_003,62,5050,5069,Sesaṃ vuttanayameva.
s_000005_003_063,chunk_000005,sc_000005_003,63,5071,5135,Brahmaṃ brahmatoti ettha brūhito tehi tehi guṇavisesehīti brahmā.
s_000005_003_064,chunk_000005,sc_000005_003,64,5137,5717,"Apica brahmāti mahābrahmāpi vuccati, tathāgatopi brāhmaṇopi mātāpitaropi seṭṭhampi. ‘‘Sahasso brahmā dvisahasso brahmā’’tiādīsu (ma. ni. 3.165-166) hi mahābrahmā brahmāti vuccati. ‘‘Brahmāti kho, bhikkhave, tathāgatassetaṃ adhivacana’’nti ettha tathāgato. ‘‘Tamonudo buddho samantacakkhu, Lokantagū sabbabhavātivatto; Anāsavo sabbadukkhappahīno, Saccavhayo brahme upāsito me’’ti. (cūḷani. 104) – Ettha brāhmaṇo. ‘‘Brahmāti mātāpitaro, pubbācariyāti vuccare’’ti. (itivu. 106; jā. 2.20.181) – Ettha mātāpitaro. ‘‘Brahmacakkaṃ pavattetī’’ti (ma. ni. 1.148; a. ni. 5.11) ettha seṭṭhaṃ."
s_000005_004_065,chunk_000005,sc_000005_004,65,5719,5774,Idha pana paṭhamābhinibbatto kappāyuko brahmā adhippeto.
s_000005_004_066,chunk_000005,sc_000005_004,66,5776,5843,Taggahaṇeneva ca brahmapurohitabrahmapārisajjāpi gahitāti veditabbā.
s_000005_004_067,chunk_000005,sc_000005_004,67,5845,5903,Atthavaṇṇanā panettha pajāpativāre vuttanayeneva veditabbā.
s_000005_004_068,chunk_000005,sc_000005_004,68,5905,6024,Ābhassaravāre daṇḍadīpikāya acci viya etesaṃ sarīrato ābhā chijjitvā chijjitvā patantī viya sarati visaratīti ābhassarā.
s_000005_004_069,chunk_000005,sc_000005_004,69,6026,6150,"Tesaṃ gahaṇena sabbāpi dutiyajjhānabhūmi gahitā, ekatalavāsino eva cete sabbepi parittābhā appamāṇābhā ābhassarāti veditabbā."
s_000005_004_070,chunk_000005,sc_000005_004,70,6152,6298,Subhakiṇhavāre subhena okiṇṇā vikiṇṇā subhena sarīrappabhāvaṇṇena ekagghanā suvaṇṇamañjūsāya ṭhapitasampajjalitakañcanapiṇḍasassirikāti subhakiṇhā.
s_000005_004_071,chunk_000005,sc_000005_004,71,6300,6347,Tesaṃ gahaṇena sabbāpi tatiyajjhānabhūmi gahitā.
s_000005_004_072,chunk_000005,sc_000005_004,72,6349,6429,Ekatalavāsino eva cete sabbepi parittasubhā appamāṇasubhā subhakiṇhāti veditabbā.
s_000005_004_073,chunk_000005,sc_000005_004,73,6431,6472,"Vehapphalavāre, vipulā phalāti vehapphalā."
s_000005_004_074,chunk_000005,sc_000005_004,74,6474,6511,Catutthajjhānabhūmi brahmāno vuccanti.
s_000005_004_075,chunk_000005,sc_000005_004,75,6513,6587,Atthanayayojanā pana imesu tīsupi vāresu bhūtavāre vuttanayeneva veditabbā.
s_000005_004_076,chunk_000005,sc_000005_004,76,6589,6620,Abhibhūvāre abhibhavīti abhibhū.
s_000005_004_077,chunk_000005,sc_000005_004,77,6622,6635,Kiṃ abhibhavi?
s_000005_004_078,chunk_000005,sc_000005_004,78,6637,6660,Cattāro khandhe arūpino.
s_000005_004_079,chunk_000005,sc_000005_004,79,6662,6691,Asaññabhavassetaṃ adhivacanaṃ.
s_000005_004_080,chunk_000005,sc_000005_004,80,6693,6840,"Asaññasattā devā vehapphalehi saddhiṃ ekatalāyeva ekasmiṃ okāse yena iriyāpathena nibbattā, teneva yāvatāyukaṃ tiṭṭhanti cittakammarūpasadisā hutvā."
s_000005_004_081,chunk_000005,sc_000005_004,81,6842,6880,Te idha sabbepi abhibhūvacanena gahitā.
s_000005_004_082,chunk_000005,sc_000005_004,82,6882,6976,Keci abhibhū nāma sahasso brahmāti evamādinā nayena tattha tattha adhipatibrahmānaṃ vaṇṇayanti.
s_000005_004_083,chunk_000005,sc_000005_004,83,6978,7041,Brahmaggahaṇeneva pana tassa gahitattā ayuttametanti veditabbaṃ.
s_000005_004_084,chunk_000005,sc_000005_004,84,7043,7306,Yojanānayo cettha abhibhū vaṇṇavā dīghāyukoti sutvā tattha chandarāgaṃ uppādento abhibhuṃ taṇhāmaññanāya maññati. ‘‘Aho vatāhaṃ abhibhuno sahabyataṃ upapajjeyya’’ntiādinā pana nayena appaṭiladdhassa paṭilābhāya cittaṃ paṇidahantopi abhibhuṃ taṇhāmaññanāya maññati.
s_000005_004_085,chunk_000005,sc_000005_004,85,7308,7479,Attānaṃ hīnato abhibhuṃ seyyato dahanto pana abhibhuṃ mānamaññanāya maññati. ‘‘Abhibhū nicco dhuvo’’tiādinā nayena parāmasanto abhibhuṃ diṭṭhimaññanāya maññatīti veditabbo.
s_000005_005_086,chunk_000005,sc_000005_005,86,7481,7513,Sesaṃ pajāpativāre vuttanayameva.
s_000005_005_087,chunk_000005,sc_000005_005,87,7515,7542,Bhūtavārādivaṇṇanā niṭṭhitā.
s_000005_005_088,chunk_000005,sc_000005_005,88,7544,7575,Ākāsānañcāyatanavārādivaṇṇanā 4.
s_000005_005_089,chunk_000005,sc_000005_005,89,7577,7754,"Evaṃ bhagavā paṭipāṭiyā devaloke dassentopi abhibhūvacanena asaññabhavaṃ dassetvā idāni yasmā ayaṃ vaṭṭakathā, suddhāvāsā ca vivaṭṭapakkhe ṭhitā, anāgāmikhīṇāsavā eva hi te devā."
s_000005_005_090,chunk_000005,sc_000005_005,90,7756,7824,"Yasmā vā katipayakappasahassāyukā te devā, buddhuppādakāleyeva honti."
s_000005_005_091,chunk_000005,sc_000005_005,91,7826,7897,"Buddhā pana asaṅkheyepi kappe na uppajjanti, tadā suññāpi sā bhūmi hoti."
s_000005_005_092,chunk_000005,sc_000005_005,92,7899,7957,Rañño khandhāvāraṭṭhānaṃ viya hi buddhānaṃ suddhāvāsabhavo.
s_000005_005_093,chunk_000005,sc_000005_005,93,7959,8051,"Te teneva ca kāraṇena viññāṇaṭṭhitisattāvāsavasenapi na gahitā, sabbakālikā pana imā maññanā."
s_000005_005_094,chunk_000005,sc_000005_005,94,8053,8144,"Tasmā tāsaṃ sadāvijjamānabhūmiṃ dassento suddhāvāse atikkamitvā, ākāsānañcāyatanantiādimāha."
s_000005_005_095,chunk_000005,sc_000005_005,95,8146,8218,Tattha ākāsānañcāyatananti tabbhūmikā cattāro kusalavipākakiriyā khandhā.
s_000005_005_096,chunk_000005,sc_000005_005,96,8220,8286,Te ca tatrūpapannāyeva daṭṭhabbā bhavaparicchedakathā ayanti katvā.
s_000005_005_097,chunk_000005,sc_000005_005,97,8288,8317,Esa nayo viññāṇañcāyatanādīsu.
s_000005_005_098,chunk_000005,sc_000005_005,98,8319,8393,Atthayojanā pana catūsupi etesu vāresu abhibhūvāre vuttanayeneva veditabbā.
s_000005_005_099,chunk_000005,sc_000005_005,99,8395,8448,Mānamaññanā cettha pajāpativāre vuttanayenāpi yujjati.
s_000005_005_100,chunk_000005,sc_000005_005,100,8450,8488,Ākāsānañcāyatanavārādivaṇṇanā niṭṭhitā.
s_000005_005_101,chunk_000005,sc_000005_005,101,8490,8515,Diṭṭhasutavārādivaṇṇanā 5.
s_000005_005_102,chunk_000005,sc_000005_005,102,8517,8721,"Evaṃ bhūmivisesādinā bhedena vitthāratopi maññanāvatthuṃ dassetvā idāni sabbamaññanāvatthubhūtaṃ sakkāyapariyāpannaṃ tebhūmakadhammabhedaṃ diṭṭhādīhi catūhi saṅgaṇhitvā dassento, diṭṭhaṃ diṭṭhatotiādimāha."
s_000005_005_103,chunk_000005,sc_000005_005,103,8723,8788,"Tattha diṭṭhanti maṃsacakkhunāpi diṭṭhaṃ, dibbacakkhunāpi diṭṭhaṃ."
s_000005_005_104,chunk_000005,sc_000005_005,104,8790,8818,Rūpāyatanassetaṃ adhivacanaṃ.
s_000005_005_105,chunk_000005,sc_000005_005,105,8820,8875,Tattha diṭṭhaṃ maññatīti diṭṭhaṃ tīhi maññanāhi maññati.
s_000005_005_106,chunk_000005,sc_000005_005,106,8877,8883,Kathaṃ?
s_000005_005_107,chunk_000005,sc_000005_005,107,8885,8986,"Rūpāyatanaṃ subhasaññāya sukhasaññāya ca passanto tattha chandarāgaṃ janeti, taṃ assādeti abhinandati."
s_000005_005_108,chunk_000005,sc_000005_005,108,8988,9143,"Vuttampi hetaṃ bhagavatā ‘‘itthirūpe, bhikkhave, sattā rattā giddhā gadhitā mucchitā ajjhosannā, te dīgharattaṃ socanti itthirūpavasānugā’’ti (a. ni. 5.55)."
s_000005_005_109,chunk_000005,sc_000005_005,109,9145,9309,"Evaṃ diṭṭhaṃ taṇhāmaññanāya maññati. ‘‘Iti me rūpaṃ siyā anāgatamaddhānanti vā panettha nandiṃ samannāneti, rūpasampadaṃ vā pana ākaṅkhamāno dānaṃ detī’’ti vitthāro."
s_000005_006_110,chunk_000005,sc_000005_006,110,9311,9348,Evampi diṭṭhaṃ taṇhāmaññanāya maññati.
