subchunk_id,chunk_id,order_idx,token_start,token_end_excl,token_count,pali_text
sc_000006_008,chunk_000006,8,41400,41600,200,"pahāya, dukkhānupassanāya sukhasaññaṃ, anattānupassanāya attasaññaṃ, nibbidānupassanāya nandiṃ, virāgānupassanāya rāgaṃ, nirodhānupassanāya samudayaṃ, paṭinissaggānupassanāya ādānaṃ, khayānupassanāya ghanasaññaṃ, vayānupassanāya āyūhanaṃ, vipariṇāmānupassanāya dhuvasaññaṃ, animittānupassanāya nimittaṃ, appaṇihitānupassanāya paṇidhiṃ, suññatānupassanāya abhinivesaṃ, adhipaññādhammavipassanāya sārādānābhinivesaṃ, yathābhūtañāṇadassanena sammohābhinivesaṃ, ādīnavānupassanāya ālayābhinivesaṃ, paṭisaṅkhānupassanāya appaṭisaṅkhaṃ, vivaṭṭānupassanāya saṃyogābhinivesaṃ, sotāpattimaggena diṭṭhekaṭṭhe kilese bhañjitvā, sakadāgāmimaggena oḷārike kilese pahāya, anāgāmimaggena aṇusahagate kilese samugghāṭetvā, arahattamaggena sabbakilese sam"
sc_000006_009,chunk_000006,9,41600,41800,200,
sc_000006_010,chunk_000006,10,41800,42000,200,
sc_000006_011,chunk_000006,11,42000,42200,200,
sc_000006_012,chunk_000006,12,42200,42400,200,
sc_000006_013,chunk_000006,13,42400,42600,200,
sc_000006_014,chunk_000006,14,42600,42800,200,
sc_000006_015,chunk_000006,15,42800,43000,200,
sc_000006_016,chunk_000006,16,43000,43200,200,
sc_000006_017,chunk_000006,17,43200,43400,200,
sc_000006_018,chunk_000006,18,43400,43600,200,
sc_000006_019,chunk_000006,19,43600,43800,200,
sc_000006_020,chunk_000006,20,43800,44000,200,
sc_000006_021,chunk_000006,21,44000,44200,200,
sc_000006_022,chunk_000006,22,44200,44400,200,
sc_000006_023,chunk_000006,23,44400,44600,200,
sc_000006_024,chunk_000006,24,44600,44800,200,
sc_000006_025,chunk_000006,25,44800,45000,200,
sc_000006_026,chunk_000006,26,45000,45200,200,
sc_000006_027,chunk_000006,27,45200,45400,200,
sc_000006_028,chunk_000006,28,45400,45600,200,
sc_000006_029,chunk_000006,29,45600,45800,200,
sc_000006_030,chunk_000006,30,45800,46000,200,
sc_000006_031,chunk_000006,31,46000,46200,200,
sc_000006_032,chunk_000006,32,46200,46400,200,
sc_000006_033,chunk_000006,33,46400,46600,200,
sc_000006_034,chunk_000006,34,46600,46800,200,
sc_000006_035,chunk_000006,35,46800,47000,200,
sc_000006_036,chunk_000006,36,47000,47200,200,
sc_000006_037,chunk_000006,37,47200,47400,200,
sc_000006_038,chunk_000006,38,47400,47600,200,
sc_000006_039,chunk_000006,39,47600,47800,200,
sc_000006_040,chunk_000006,40,47800,48000,200,
sc_000007_001,chunk_000007,1,48000,48200,200,"ucchinditvā gato. Evampi tathā gatoti tathāgato. Kathaṃ tathalakkhaṇaṃ āgatoti tathāgato. Pathavīdhātuyā kakkhaḷattalakkhaṇaṃ tathaṃ avitathaṃ. Āpodhātuyā paggharaṇalakkhaṇaṃ. Tejodhātuyā uṇhattalakkhaṇaṃ. Vāyodhātuyā vitthambhanalakkhaṇaṃ. Ākāsadhātuyā asamphuṭṭhalakkhaṇaṃ. Viññāṇadhātuyā vijānanalakkhaṇaṃ. Rūpassa ruppanalakkhaṇaṃ. Vedanāya vedayitalakkhaṇaṃ. Saññāya sañjānanalakkhaṇaṃ. Saṅkhārānaṃ abhisaṅkharaṇalakkhaṇaṃ. Viññāṇassa vijānanalakkhaṇaṃ. Vitakkassa abhiniropanalakkhaṇaṃ. Vicārassa anumajjanalakkhaṇaṃ. Pītiyā pharaṇalakkhaṇaṃ. Sukhassa sātalakkhaṇaṃ. Cittekaggatāya avikkhepalakkhaṇaṃ. Phassassa phusanalakkhaṇaṃ. Saddhindriyassa adhimokkhalakkhaṇaṃ. Vīriyindriyassa paggahaṇalakkhaṇaṃ. Satindriyassa upaṭṭhānalakkhaṇaṃ. Samādhindriyassa avikkhepalakkhaṇaṃ. Paññindriyassa pajānanalakkhaṇaṃ. Saddhābalassa assaddhiye akampiyalakkhaṇaṃ. Vīriyabalassa kosajje. Satibalassa muṭṭhasacce. Samādhibalassa uddhacce. Paññābalassa avijjāya akampiyalakkhaṇaṃ. Satisambojjhaṅgassa upaṭṭhānalakkhaṇaṃ. Dhammavicayasambojjhaṅgassa pavicayalakkhaṇaṃ. Vīriyasambojjhaṅgassa paggahaṇalakkhaṇaṃ. Pītisambojjhaṅgassa pharaṇalakkhaṇaṃ. Passaddhisambojjhaṅgassa upasamalakkhaṇaṃ. Samādhisambojjhaṅgassa avikkhepalakkhaṇaṃ. Upekkhāsambojjhaṅgassa paṭisaṅkhānalakkhaṇaṃ. Sammādiṭṭhiyā dassanalakkhaṇaṃ. Sammāsaṅkappassa abhiniropanalakkhaṇaṃ. Sammāvācāya pariggāhalakkhaṇaṃ. Sammākammantassa samuṭṭhānalakkhaṇaṃ. Sammāājīvassa vodānalakkhaṇaṃ. Sammāvāyāmassa paggahaṇalakkhaṇaṃ. Sammāsatiyā upaṭṭhānalakkhaṇaṃ. Sammāsamādhissa avikkhepalakkhaṇaṃ. Avijjāya aññāṇalakkhaṇaṃ. Saṅkhārānaṃ cetanālakkhaṇaṃ. Viññāṇassa vijānanalakkhaṇaṃ. Nāmassa namanalakkhaṇaṃ. Rūpassa ruppanalakkhaṇaṃ. Saḷāyatanassa āyatanalakkhaṇaṃ. Phassassa phusanalakkhaṇaṃ. Vedanāya vedayitalakkhaṇaṃ. Taṇhāya hetulakkhaṇaṃ. Upādānassa gahaṇalakkhaṇaṃ. Bhavassa āyūhanalakkhaṇaṃ. Jātiyā nibbattilakkhaṇaṃ. Jarāya jīraṇalakkhaṇaṃ. Maraṇassa cutilakkhaṇaṃ. Dhātūnaṃ suññatālakkhaṇaṃ. Āyatanānaṃ āyatanalakkhaṇaṃ. Satipaṭṭhānānaṃ upaṭṭhānalakkhaṇaṃ. Sammappadhānānaṃ padahanalakkhaṇaṃ. Iddhipādānaṃ ijjhanalakkhaṇaṃ. Indriyānaṃ adhipatilakkhaṇaṃ. Balānaṃ akampiyalakkhaṇaṃ. Bojjhaṅgānaṃ niyyānalakkhaṇaṃ. Maggassa hetulakkhaṇaṃ. Saccānaṃ tathalakkhaṇaṃ. Samathassa avikkhepalakkhaṇaṃ. Vipassanāya anupassanālakkhaṇaṃ. Samathavipassanānaṃ ekarasalakkhaṇaṃ. Yuganandhānaṃ anativattanalakkhaṇaṃ. Sīlavisuddhiyā saṃvaralakkhaṇaṃ. Cittavisuddhiyā avikkhepalakkhaṇaṃ. Diṭṭhivisuddhiyā dassanalakkhaṇaṃ. Khayeñāṇassa samucchedalakkhaṇaṃ. Anuppāde ñāṇassa passaddhilakkhaṇaṃ. Chandassa mūlalakkhaṇaṃ. Manasikārassa samuṭṭhānalakkhaṇaṃ. Phassassa samodhānalakkhaṇaṃ. Vedanāya samosaraṇalakkhaṇaṃ. Samādhissa pamukhalakkhaṇaṃ. Satiyā ādhipateyyalakkhaṇaṃ. Paññāya tatuttarilakkhaṇaṃ. Vimuttiyā sāralakkhaṇaṃ. Amatogadhassa nibbānassa pariyosānalakkhaṇaṃ tathaṃ avitathaṃ. Evaṃ tathalakkhaṇaṃ ñāṇagatiyā āgato avirajjhitvā patto anuppattoti tathāgato, evaṃ tathalakkhaṇaṃ āgatoti tathāgato. Kathaṃ tathadhamme"
sc_000007_002,chunk_000007,2,48200,48400,200,"yāthāvato abhisambuddhoti tathāgato? Tathadhammā nāma cattāri ariyasaccāni. Yathāha ‘‘cattārimāni, bhikkhave, tathāni avitathāni anaññathāni. Katamāni cattāri, idaṃ dukkhanti, bhikkhave, tathametaṃ avitathametaṃ anaññathameta’’nti (saṃ. ni. 5.1050) vitthāro. Tāni ca bhagavā abhisambuddho, tasmā tathānaṃ abhisambuddhattā tathāgatoti vuccati. Abhisambuddhattho hi ettha gatasaddo. Apica jarāmaraṇassa jātipaccayasambhūtasamudāgataṭṭho tatho avitatho anaññatho…pe… saṅkhārānaṃ avijjāpaccayasambhūtasamudāgataṭṭho tatho avitatho anaññatho. Tathā avijjāya saṅkhārānaṃ paccayaṭṭho. Saṅkhārānaṃ viññāṇassa paccayaṭṭho…pe… jātiyā jarāmaraṇassa paccayaṭṭho tatho avitatho anaññatho. Taṃ sabbaṃ bhagavā abhisambuddho, tasmāpi tathānaṃ dhammānaṃ abhisambuddhattā tathāgatoti vuccati. Evaṃ tathadhamme yāthāvato abhisambuddhoti tathāgato. Kathaṃ tathadassitāya tathāgato? Bhagavā yaṃ sadevake loke…pe… sadevamanussāya aparimāṇāsu lokadhātūsu aparimāṇānaṃ sattānaṃ cakkhudvāre āpāthaṃ āgacchantaṃ rūpārammaṇaṃ nāma atthi. Taṃ sabbākārato jānāti, passati. Evaṃ jānatā passatā ca tena taṃ iṭṭhāniṭṭhādivasena vā diṭṭhasutamutaviññātesu labbhamānakapadavasena vā ‘‘katamaṃ taṃ rūpaṃ rūpāyatanaṃ, yaṃ rūpaṃ catunnaṃ mahābhūtānaṃ upādāya vaṇṇanibhā sanidassanaṃ sappaṭighaṃ nīlaṃ pītaka’’nti (dha. sa. 616) ādinā nayena anekehi nāmehi terasahi vārehi dvepaññāsāya nayehi vibhajjamānaṃ tathameva hoti, vitathaṃ natthi. Esa nayo sotadvārādīsupi āpāthamāgacchantesu saddādīsu. Vuttañcetaṃ bhagavatā ‘‘yaṃ, bhikkhave, sadevakassa lokassa…pe… sadevamanussāya diṭṭhaṃ sutaṃ mutaṃ viññātaṃ pattaṃ pariyesitaṃ anuvicaritaṃ manasā, tamahaṃ jānāmi, …tamahaṃ abhiññāsiṃ, taṃ tathāgatassa viditaṃ, taṃ tathāgato na upaṭṭhāsī’’ti (a. ni. 4.24). Evaṃ tathadassitāya tathāgato. Tattha tathadassīatthe tathāgatoti padasambhavo veditabbo. Kathaṃ tathāvāditāya tathāgato? Yaṃ rattiṃ bhagavā bodhimaṇḍe aparājitapallaṅke nisinno tiṇṇaṃ mārānaṃ matthakaṃ madditvā anuttaraṃ sammāsambodhiṃ abhisambuddho, yañca rattiṃ"
sc_000007_003,chunk_000007,3,48400,48600,200,"yamakasālānamantare anupādisesāya nibbānadhātuyā parinibbāyi, etthantare pañcacattālīsavassaparimāṇe kāle paṭhamabodhiyāpi majjhimabodhiyāpi pacchimabodhiyāpi yaṃ bhagavatā bhāsitaṃ suttaṃ geyyaṃ…pe… vedallaṃ, taṃ sabbaṃ atthato ca byañjanato ca anupavajjaṃ anūnamanadhikaṃ sabbākāraparipuṇṇaṃ rāgamadanimmadanaṃ dosamohamadanimmadanaṃ, natthi tattha vālaggamattampi pakkhalitaṃ, sabbaṃ taṃ ekamuddikāya lañchitaṃ viya, ekanāḷiyā mitaṃ viya, ekatulāya tulitaṃ viya ca tathameva hoti avitathaṃ. Tenāha – ‘‘yañca, cunda, rattiṃ tathāgato anuttaraṃ sammāsambodhiṃ abhisambujjhati, yañca rattiṃ anupādisesāya nibbānadhātuyā parinibbāyati, yaṃ etasmiṃ antare bhāsati lapati niddisati, sabbaṃ taṃ tatheva hoti no aññathā. Tasmā tathāgatoti vuccatī’’ti (a. ni. 4.23). Gadaattho hi ettha gatasaddo. Evaṃ tathāvāditāya tathāgato. Apica āgadanaṃ āgado, vacananti attho. Tatho aviparīto āgado assāti dakārassa takāraṃ katvā tathāgatoti evametasmiṃ atthe padasiddhi veditabbā. Kathaṃ tathākāritāya tathāgato? Bhagavato hi vācāya kāyo anulometi, kāyassapi vācā. Tasmā yathāvādī tathākārī, yathākārī tathāvādī ca hoti. Evaṃbhūtassa cassa yathā vācā, kāyopi tathāgato pavattoti attho. Yathā ca kāyo, vācāpi tathā gatā pavattāti tathāgato. Tenāha ‘‘yathāvādī, bhikkhave, tathāgato tathākārī, yathākārī tathāvādī. Iti yathāvādī tathākārī, yathākārī tathāvādī, tasmā tathāgatoti vuccatī’’ti (a. ni. 4.23). Evaṃ tathākāritāya tathāgato. Kathaṃ abhibhavanaṭṭhena tathāgato? Upari bhavaggaṃ heṭṭhā aviciṃ pariyantaṃ katvā tiriyaṃ aparimāṇāsu lokadhātūsu sabbasatte abhibhavati, sīlenapi samādhināpi paññāyapi vimuttiyāpi vimuttiñāṇadassanenapi, na tassa tulā vā pamāṇaṃ vā atthi, atulo appameyyo anuttaro rājarājo devadevo sakkānaṃ atisakko brahmānaṃ atibrahmā. Tenāha ‘‘sadevake, bhikkhave, loke…pe… sadevamanussāya tathāgato abhibhū anabhibhūto aññadatthu"
sc_000007_004,chunk_000007,4,48600,48800,200,"daso vasavattī. Tasmā tathāgatoti vuccatī’’ti. Tatrevaṃ padasiddhi veditabbā, agado viya agado. Ko panesa? Desanāvilāsamayo ceva puññussayo ca. Tena hesa mahānubhāvo bhisakko dibbāgadena sappe viya sabbaparappavādino sadevakañca lokaṃ abhibhavati, iti sabbalokābhibhavane tatho aviparīto desanāvilāsamayo ceva puññassayo ca agado assāti dakārassa takāraṃ katvā tathāgatoti veditabbo. Evaṃ abhibhavanaṭṭhena tathāgato. Apica tathāya gatotipi tathāgato, tathaṃ gatotipi tathāgato. Gatoti avagato, atīto, patto, paṭipannoti attho. Tattha sakalaṃ lokaṃ tīraṇapariññāya tathāya gato avagatoti tathāgato. Lokasamudayaṃ pahānapariññāya tathāya gato atītoti tathāgato. Lokanirodhaṃ sacchikiriyāya tathāya gato pattoti tathāgato. Lokanirodhagāminiṃ paṭipadaṃ tathaṃ gato paṭipannoti tathāgato. Tena yaṃ vuttaṃ bhagavatā ‘‘loko, bhikkhave, tathāgatena abhisambuddho, lokasmā tathāgato visaṃyutto. Lokasamudayo, bhikkhave, tathāgatena abhisambuddho, lokasamudayo tathāgatassa pahīno. Lokanirodho, bhikkhave, tathāgatena abhisambuddho, lokanirodho tathāgatassa sacchikato. Lokanirodhagāminī paṭipadā, bhikkhave, tathāgatena abhisambuddhā, lokanirodhagāminī paṭipadā tathāgatassa bhāvitā. Yaṃ, bhikkhave, sadevakassa lokassa…pe… sabbaṃ taṃ tathāgatena abhisambuddhaṃ, tasmā tathāgatoti vuccatī’’ti (a. ni. 4.23). Tassa evampi attho veditabbo. Idampi ca tathāgatassa tathāgatabhāvadīpane mukhamattameva. Sabbākārena pana tathāgatova tathāgatassa tathāgatabhāvaṃ vaṇṇeyya. Arahaṃ sammāsambuddhoti padadvaye pana ārakattā arīnaṃ, arānañca hatattā, paccayādīnaṃ arahattā, pāpakaraṇe rahābhāvāti imehi tāva kāraṇehi arahanti veditabbo. Sammā sāmañca sabbadhammānaṃ buddhattā pana sammāsambuddhoti. Ayamettha saṅkhepo. Vitthārato panetaṃ padadvayaṃ visuddhimagge buddhānussativaṇṇanāyaṃ pakāsitaṃ. Pariññātantaṃ tathāgatassāti ettha pana taṃ maññanāvatthu pariññātaṃ tathāgatassātipi attho veditabbo. Pariññātantaṃ nāma pariññātapāraṃ pariññātāvasānaṃ anavasesato pariññātanti vuttaṃ hoti. Buddhānañhi sāvakehi saddhiṃ"
sc_000007_005,chunk_000007,5,48800,49000,200,"kiñcāpi tena tena maggena kilesappahāne viseso natthi, pariññāya pana atthi. Sāvakā hi catunnaṃ dhātūnaṃ ekadesameva sammasitvā nibbānaṃ pāpuṇanti. Buddhānaṃ pana aṇuppamāṇampi saṅkhāragataṃ ñāṇena adiṭṭhamatulitamatīritamasacchikataṃ natthi. Tathāgatavārasattamanayavaṇṇanā niṭṭhitā. Tathāgatavāraaṭṭhamanayavaṇṇanā 13. Nandī dukkhassa mūlantiādīsu ca nandīti purimataṇhā. Dukkhanti pañcakkhandhā. Mūlantiādi. Iti viditvāti taṃ purimabhavanandiṃ ‘‘imassa dukkhassa mūla’’nti evaṃ jānitvā. Bhavāti kammabhavato. Jātīti vipākakkhandhā. Te hi yasmā jāyanti, tasmā ‘‘jātī’’ti vuttā. Jātisīsena vā ayaṃ desanā. Etampi ‘‘iti viditvā’’ti iminā yojetabbaṃ. Ayañhi ettha attho ‘‘kammabhavato upapattibhavo hotīti evañca jānitvā’’ti. Bhūtassāti sattassa. Jarāmaraṇanti jarā ca maraṇañca. Idaṃ vuttaṃ hoti – tena upapattibhavena bhūtassa sattassa khandhānaṃ jarāmaraṇaṃ hotīti evañca jānitvāti. Ettāvatā yaṃ bodhirukkhamūle aparājitapallaṅke nisinno sammasitvā sabbaññutaṃ patto, tassa paṭiccasamuppādassa paṭivedhā maññanānaṃ abhāvakāraṇaṃ dassento catusaṅkhepaṃ tisandhiṃ tiyaddhaṃ vīsatākāraṃ tameva paṭiccasamuppādaṃ dasseti. Kathaṃ pana ettāvatā esa sabbo dassito hotīti. Ettha hi nandīti ayaṃ eko saṅkhepo. Dukkhassāti vacanato dukkhaṃ dutiyo, bhavā jātīti vacanato bhavo tatiyo, jātijarāmaraṇaṃ catuttho. Evaṃ tāva cattāro saṅkhepā veditabbā, koṭṭhāsāti attho. Taṇhādukkhānaṃ pana antaraṃ eko sandhi, dukkhassa ca bhavassa ca antaraṃ dutiyo, bhavassa ca jātiyā ca antaraṃ tatiyo. Evaṃ catunnaṃ aṅgulīnaṃ antarasadisā catusaṅkhepantarā tayo sandhī veditabbā. Tattha nandīti atīto addhā, jātijarāmaraṇaṃ anāgato, dukkhañca bhavo ca paccuppannoti evaṃ tayo addhā veditabbā. Atīte pana pañcasu ākāresu nandīvacanena taṇhā ekā āgatā, tāya anāgatāpi avijjāsaṅkhāraupādānabhavā paccayalakkhaṇena gahitāva honti. Jātijarāmaraṇavacanena"
sc_000007_006,chunk_000007,6,49000,49200,200,"pana yesaṃ khandhānaṃ tajjātijarāmaraṇaṃ, te vuttā yevāti katvā āyatiṃ viññāṇanāmarūpasaḷāyatanaphassavedanā gahitāva honti. Evamete ‘‘purimakammabhavasmiṃ moho avijjā, āyūhanā saṅkhārā, nikanti taṇhā, upagamanaṃ upādānaṃ, cetanā bhavo iti ime pañca dhammā purimakammabhavasmiṃ idha paṭisandhiyā paccayā. Idha paṭisandhi viññāṇaṃ, okkanti nāmarūpaṃ, pasādo āyatanaṃ, phuṭṭho phasso, vedayitaṃ vedanā iti ime pañca dhammā idhūpapattibhavasmiṃ purekatassa kammassa paccayā. Idha paripakkattā āyatanānaṃ moho avijjā, āyūhanā saṅkhārā, nikanti taṇhā, upagamanamupādānaṃ, cetanā bhavo iti ime pañca dhammā idha kammabhavasmiṃ āyatiṃ paṭisandhiyā paccayā. Āyatiṃ paṭisandhi viññāṇaṃ, okkanti nāmarūpaṃ, pasādo āyatanaṃ, phuṭṭho phasso, vedayitaṃ vedanā iti ime pañca dhammā āyatiṃ upapattibhavasmiṃ idha katassa kammassa paccayā’’ti evaṃ niddiṭṭhalakkhaṇā vīsati ākārā idha veditabbā. Evaṃ ‘‘nandī dukkhassa mūlanti iti viditvā bhavā jāti, bhūtassa jarāmaraṇa’’nti ettāvatā esa sabbopi catusaṅkhepo tisandhi tiyaddho vīsatākāro paṭiccasamuppādo dassito hotīti veditabbo. Idāni tasmā tiha, bhikkhave…pe… abhisambuddhoti vadāmīti ettha apubbapadavaṇṇanaṃ katvā padayojanāya atthanigamanaṃ karissāma. Tasmā tihāti tasmā icceva vuttaṃ hoti. Tikārahakārā hi nipātā. Sabbasoti anavasesavacanametaṃ. Taṇhānanti nandīti evaṃ vuttānaṃ sabbataṇhānaṃ. Khayāti lokuttaramaggena accantakkhayā. Virāgādīni khayavevacanāneva. Yā hi taṇhā khīṇā, virattāpi tā bhavanti niruddhāpi cattāpi paṭinissaṭṭhāpi. Khayāti vā catumaggakiccasādhāraṇametaṃ. Tato paṭhamamaggena virāgā, dutiyena nirodhā, tatiyena cāgā, catutthena paṭinissaggāti yojetabbaṃ. Yāhi vā taṇhāhi pathaviṃ pathavito sañjāneyya, tāsaṃ khayā. Yāhi pathaviṃ maññeyya, tāsaṃ virāgā. Yāhi pathaviyā maññeyya, tāsaṃ nirodhā. Yāhi pathavito maññeyya, tāsaṃ cāgā. Yāhi"
sc_000007_007,chunk_000007,7,49200,49400,200,"pathaviṃ meti maññeyya, tāsaṃ paṭinissaggā. Yāhi vā pathaviṃ maññeyya, tāsaṃ khayā…pe… yāhi pathaviṃ abhinandeyya, tāsaṃ paṭinissaggāti evamettha yojanā kātabbā, na kiñci virujjhati. Anuttaranti uttaravirahitaṃ sabbaseṭṭhaṃ. Sammāsambodhinti sammā sāmañca bodhiṃ. Atha vā pasatthaṃ sundarañca bodhiṃ. Bodhīti rukkhopi maggopi sabbaññutañāṇampi nibbānampi. ‘‘Bodhirukkhamūle paṭhamābhisambuddho’’ti (mahāva. 1; udā. 1) ca ‘‘antarā ca bodhiṃ antarā ca gaya’’nti (mahāva. 11; ma. ni. 1.285) ca āgataṭṭhānehi rukkho bodhīti vuccati. ‘‘Catūsu maggesu ñāṇa’’nti (cūḷani. 121) āgataṭṭhāne maggo. ‘‘Pappoti bodhiṃ varabhūrimedhaso’’ti (dī. ni. 3.217) āgataṭṭhāne sabbaññutañāṇaṃ. ‘‘Patvāna bodhiṃ amataṃ asaṅkhata’’nti āgataṭṭhāne nibbānaṃ. Idha pana bhagavato arahattamaggañāṇaṃ adhippetaṃ. Apare sabbaññutañāṇantipi vadanti. Sāvakānaṃ arahattamaggo anuttarā bodhi hoti na hotīti. Na hoti. Kasmā? Asabbaguṇadāyakattā. Tesañ"
sc_000007_008,chunk_000007,8,49400,49600,200,
sc_000007_009,chunk_000007,9,49600,49800,200,
sc_000007_010,chunk_000007,10,49800,50000,200,
sc_000007_011,chunk_000007,11,50000,50200,200,
sc_000007_012,chunk_000007,12,50200,50400,200,
sc_000007_013,chunk_000007,13,50400,50600,200,
sc_000007_014,chunk_000007,14,50600,50800,200,
sc_000007_015,chunk_000007,15,50800,51000,200,
sc_000007_016,chunk_000007,16,51000,51200,200,
sc_000007_017,chunk_000007,17,51200,51400,200,
sc_000007_018,chunk_000007,18,51400,51600,200,
sc_000007_019,chunk_000007,19,51600,51800,200,
sc_000007_020,chunk_000007,20,51800,52000,200,
sc_000007_021,chunk_000007,21,52000,52200,200,
sc_000007_022,chunk_000007,22,52200,52400,200,
sc_000007_023,chunk_000007,23,52400,52600,200,
sc_000007_024,chunk_000007,24,52600,52800,200,
sc_000007_025,chunk_000007,25,52800,53000,200,
sc_000007_026,chunk_000007,26,53000,53200,200,
sc_000007_027,chunk_000007,27,53200,53400,200,
sc_000007_028,chunk_000007,28,53400,53600,200,
sc_000007_029,chunk_000007,29,53600,53800,200,
sc_000007_030,chunk_000007,30,53800,54000,200,
sc_000007_031,chunk_000007,31,54000,54200,200,
sc_000007_032,chunk_000007,32,54200,54400,200,
sc_000007_033,chunk_000007,33,54400,54600,200,
sc_000007_034,chunk_000007,34,54600,54800,200,
sc_000007_035,chunk_000007,35,54800,55000,200,
sc_000007_036,chunk_000007,36,55000,55200,200,
sc_000007_037,chunk_000007,37,55200,55400,200,
sc_000007_038,chunk_000007,38,55400,55600,200,
sc_000007_039,chunk_000007,39,55600,55800,200,
sc_000007_040,chunk_000007,40,55800,56000,200,
sc_000008_001,chunk_000008,1,56000,56200,200,"hi kassaci arahattamaggo arahattaphalameva deti, kassaci tisso vijjā, kassaci cha abhiññā, kassaci catasso paṭisambhidā, kassaci sāvakapāramīñāṇaṃ. Paccekabuddhānampi paccekabodhiñāṇameva deti. Buddhānaṃ pana sabbaguṇasampattiṃ deti abhiseko viya rañño sabbalokissariyabhāvaṃ. Tasmā aññassa kassacipi anuttarā bodhi na hotīti. Abhisambuddhoti abhiññāsi paṭivijjhi, patto adhigatoti vuttaṃ hoti. Iti vadāmīti iti vadāmi ācikkhāmi desemi paññapemi, paṭṭhapemi vivarāmi vibhajāmi uttānīkaromīti. Tatrāyaṃ yojanā – tathāgatopi, bhikkhave…pe… pathaviṃ na maññati…pe… pathaviṃ nābhinandati. Taṃ kissa hetu, nandī dukkhassa mūlaṃ, bhavā jāti, bhūtassa jarāmaraṇanti iti viditvāti. Tattha iti viditvāti itikāro kāraṇattho. Tena imassa paṭiccasamuppādassa viditattā paṭividdhattāti vuttaṃ hoti. Kiñca bhiyyo – yasmā ca evamimaṃ paṭiccasamuppādaṃ viditvā tathāgatassa yā nandīti vuttataṇhā sabbappakārā, sā pahīnā, tāsañca tathāgato sabbaso taṇhānaṃ khayā…pe… anuttaraṃ sammāsambodhiṃ abhisambuddho. Tasmā pathaviṃ na maññati…pe… pathaviṃ nābhinandatīti vadāmīti evaṃ abhisambuddhattā na maññati nābhinandatīti vadāmīti vuttaṃ hoti. Atha vā yasmā ‘‘nandī dukkhassa mūla’’ntiādinā nayena paṭiccasamuppādaṃ viditvā sabbaso taṇhā khayaṃ gatā, tasmā tiha, bhikkhave, tathāgato sabbaso taṇhānaṃ khayā…pe… abhisambuddhoti vadāmi. So evaṃ abhisambuddhattā pathaviṃ na maññati…pe… nābhinandatīti. Yattha yattha hi yasmāti avatvā tasmāti vuccati, tattha tattha yasmāti ānetvā yojetabbaṃ, ayaṃ sāsanayutti. Esa nayo sabbattha. Idamavoca bhagavāti idaṃ nidānāvasānato pabhuti yāva abhisambuddhoti vadāmīti sakalasuttantaṃ bhagavā paresaṃ paññāya alabbhaṇeyyapatiṭṭhaṃ paramagambhīraṃ sabbaññutañāṇaṃ dassento ekena puthujjanavārena ekena sekkhavārena catūhi khīṇāsavavārehi dvīhi tathāgatavārehīti aṭṭhahi mahāvārehi ekamekasmiñca vāre pathavīādīhi catuvīsatiyā"
